sampleid,legendid,step,name,answer,x,y
1740923,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,122.8970916,10.24177577
1740923,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,122.8970916,10.24177577
1739631,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,83.72335869,19.88788529
1739631,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,83.72335869,19.88788529
1739631,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,83.72335869,19.88788529
1739933,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,102.2187721,-1.620477557
1739933,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,102.2187721,-1.620477557
1739933,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,102.2187721,-1.620477557
1738429,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,49.14720341,-16.04652271
1738429,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,49.14720341,-16.04652271
1738429,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,49.14720341,-16.04652271
1739348,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,48.83279306,-13.94176999
1739348,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,48.83279306,-13.94176999
1739348,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,48.83279306,-13.94176999
1738386,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-61.40486535,-9.066612948
1738386,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-61.40486535,-9.066612948
1738386,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-61.40486535,-9.066612948
1739586,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Agriculture/Pasture,103.9031132,-2.853864443
1739586,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Other natural disturbances/No tree-loss driver,103.9031132,-2.853864443
1739586,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,103.9031132,-2.853864443
1739586,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,103.9031132,-2.853864443
1738065,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,111.9574081,-1.988786824
1738065,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,111.9574081,-1.988786824
1738065,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,111.9574081,-1.988786824
1740230,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,106.1057823,-2.6867778
1740230,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,106.1057823,-2.6867778
1740230,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,106.1057823,-2.6867778
1738369,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,23.24338387,-5.644031715
1738369,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,23.24338387,-5.644031715
1738369,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,23.24338387,-5.644031715
1740836,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),No other tree loss driver,26.12158604,-9.509482383
1740836,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",No,26.12158604,-9.509482383
1740836,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,26.12158604,-9.509482383
1738060,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,17.00188928,-1.64473207
1738060,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,17.00188928,-1.64473207
1738060,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,17.00188928,-1.64473207
1739826,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-50.54782682,-4.064793446
1739826,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-50.54782682,-4.064793446
1739826,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-50.54782682,-4.064793446
1738307,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-38.5508262,-4.334288031
1738307,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Agriculture/Pasture,-38.5508262,-4.334288031
1738307,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-38.5508262,-4.334288031
1738307,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-38.5508262,-4.334288031
1740473,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,31.48362998,-9.424142431
1740473,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,31.48362998,-9.424142431
1740473,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,31.48362998,-9.424142431
1738909,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,40.13710111,-14.99549382
1738909,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,40.13710111,-14.99549382
1738909,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,40.13710111,-14.99549382
1738230,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-9.659210037,8.132531482
1738230,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-9.659210037,8.132531482
1738230,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-9.659210037,8.132531482
1740410,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,31.28779724,0.703464083
1740410,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,31.28779724,0.703464083
1740410,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,31.28779724,0.703464083
1741032,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-61.56027389,-21.59811116
1741032,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-61.56027389,-21.59811116
1741032,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-61.56027389,-21.59811116
1739863,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,103.9085031,12.16057722
1739863,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,103.9085031,12.16057722
1739863,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,103.9085031,12.16057722
1738318,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),No other tree loss driver,-71.81993275,7.329437618
1738318,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-71.81993275,7.329437618
1738318,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-71.81993275,7.329437618
1740437,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,106.1713593,15.36756278
1740437,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,106.1713593,15.36756278
1740437,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,106.1713593,15.36756278
1738864,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,113.1593539,26.26592381
1738864,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,113.1593539,26.26592381
1738864,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,113.1593539,26.26592381
1740408,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,102.4128082,3.714616915
1740408,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,102.4128082,3.714616915
1740408,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Commercial oil palm or other palm plantations,102.4128082,3.714616915
1740364,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-64.35133948,-24.00020623
1740364,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Commercial agriculture,-64.35133948,-24.00020623
1740364,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-64.35133948,-24.00020623
1738767,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,128.2932715,-0.783247713
1738767,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,128.2932715,-0.783247713
1738767,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Commercial oil palm or other palm plantations,128.2932715,-0.783247713
1740596,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,-6.274358046,5.003699348
1740596,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-6.274358046,5.003699348
1740596,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Agriculture/Pasture,-6.274358046,5.003699348
1740596,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-6.274358046,5.003699348
1739001,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,16.95877015,3.923924376
1739001,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,16.95877015,3.923924376
1739001,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),No other tree loss driver,16.95877015,3.923924376
1739677,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,124.5014827,10.87957962
1739677,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,124.5014827,10.87957962
1739677,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,124.5014827,10.87957962
1739648,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,-50.53704704,-24.63801008
1739648,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-50.53704704,-24.63801008
1739648,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-50.53704704,-24.63801008
1740617,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-63.48985512,-24.99913283
1740617,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-63.48985512,-24.99913283
1740617,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-63.48985512,-24.99913283
1739362,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,39.29537969,-4.383695371
1739362,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,39.29537969,-4.383695371
1739362,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,39.29537969,-4.383695371
1738123,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,113.3120675,28.85846172
1738123,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,113.3120675,28.85846172
1738123,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,113.3120675,28.85846172
1738123,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Agriculture/Pasture,113.3120675,28.85846172
1738720,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,104.3971866,-2.474775393
1738720,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Commercial oil palm or other palm plantations,104.3971866,-2.474775393
1738720,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,104.3971866,-2.474775393
1739314,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-49.88756509,-26.25318096
1739314,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-49.88756509,-26.25318096
1739314,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,-49.88756509,-26.25318096
1738412,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,49.39603674,-16.26840658
1738412,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,49.39603674,-16.26840658
1738412,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,49.39603674,-16.26840658
1738407,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Commercial oil palm or other palm plantations,103.0308491,0.307307042
1738407,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,103.0308491,0.307307042
1738407,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,103.0308491,0.307307042
1739004,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,106.8549773,13.60955977
1739004,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,106.8549773,13.60955977
1739004,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,106.8549773,13.60955977
1739259,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Other natural disturbances/No tree-loss driver,-42.85824799,-13.5249517
1739259,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),No other tree loss driver,-42.85824799,-13.5249517
1739259,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",No,-42.85824799,-13.5249517
1740813,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-49.94505727,-5.558691763
1740813,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-49.94505727,-5.558691763
1740813,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-49.94505727,-5.558691763
1740134,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,113.2887113,26.41324751
1740134,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Mining and crude oil extraction,113.2887113,26.41324751
1740134,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,113.2887113,26.41324751
1739799,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-49.35666076,-2.881712216
1739799,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-49.35666076,-2.881712216
1739799,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-49.35666076,-2.881712216
1738273,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Agriculture/Pasture,11.04066905,3.735278166
1738273,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,11.04066905,3.735278166
1738273,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,11.04066905,3.735278166
1738273,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,11.04066905,3.735278166
1741087,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-41.10024498,-15.29822607
1741087,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,-41.10024498,-15.29822607
1741087,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-41.10024498,-15.29822607
1738559,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-44.77076123,-18.04527421
1738559,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,-44.77076123,-18.04527421
1738559,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-44.77076123,-18.04527421
1738269,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-42.75224679,-17.52335303
1738269,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-42.75224679,-17.52335303
1738269,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,-42.75224679,-17.52335303
1741079,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-75.15447909,0.751074793
1741079,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-75.15447909,0.751074793
1741079,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-75.15447909,0.751074793
1741073,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Agriculture/Pasture,98.42967821,3.814329911
1741073,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,98.42967821,3.814329911
1741073,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Commercial oil palm or other palm plantations,98.42967821,3.814329911
1738633,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,3.934995158,7.791171674
1738633,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,3.934995158,7.791171674
1738633,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,3.934995158,7.791171674
1740436,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,110.1787438,0.579496573
1740436,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,110.1787438,0.579496573
1740436,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,110.1787438,0.579496573
1738842,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,22.23367749,-0.361039529
1738842,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,22.23367749,-0.361039529
1738842,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,22.23367749,-0.361039529
1739131,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-45.13368061,-1.603409567
1739131,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-45.13368061,-1.603409567
1739131,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-45.13368061,-1.603409567
1738781,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,109.1690374,13.06697734
1738781,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,109.1690374,13.06697734
1738781,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,109.1690374,13.06697734
1740559,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,30.8386396,-12.65717914
1740559,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,30.8386396,-12.65717914
1740559,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,30.8386396,-12.65717914
1738131,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-36.87097662,-5.449995614
1738131,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-36.87097662,-5.449995614
1738131,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Commercial agriculture,-36.87097662,-5.449995614
1738490,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,106.4803798,-2.985018474
1738490,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,106.4803798,-2.985018474
1738490,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,106.4803798,-2.985018474
1738490,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Agriculture/Pasture,106.4803798,-2.985018474
1740585,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-43.70985088,-20.72584702
1740585,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-43.70985088,-20.72584702
1740585,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-43.70985088,-20.72584702
1740248,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,16.40001804,-12.16759731
1740248,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,16.40001804,-12.16759731
1740248,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,16.40001804,-12.16759731
1740871,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-62.56099712,-27.6599427
1740871,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-62.56099712,-27.6599427
1740871,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-62.56099712,-27.6599427
1739020,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),No other tree loss driver,-64.35583106,-9.511279013
1739020,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-64.35583106,-9.511279013
1739020,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",No,-64.35583106,-9.511279013
1739293,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Commercial agriculture,-75.40241411,-9.821197786
1739293,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-75.40241411,-9.821197786
1739293,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-75.40241411,-9.821197786
1739559,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,130.5507378,-3.203309088
1739559,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,130.5507378,-3.203309088
1739559,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,130.5507378,-3.203309088
1739421,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,29.54416728,-3.297632193
1739421,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,29.54416728,-3.297632193
1739421,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,29.54416728,-3.297632193
1740185,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-88.06955793,15.32893522
1740185,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-88.06955793,15.32893522
1740185,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-88.06955793,15.32893522
1738333,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-93.86458982,17.40673848
1738333,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-93.86458982,17.40673848
1738333,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),No other tree loss driver,-93.86458982,17.40673848
1738329,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,98.90488699,23.54492681
1738329,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,98.90488699,23.54492681
1738329,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,98.90488699,23.54492681
1740802,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-61.39318725,-8.147636412
1740802,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-61.39318725,-8.147636412
1740802,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-61.39318725,-8.147636412
1738313,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-7.572423632,6.491309458
1738313,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-7.572423632,6.491309458
1738313,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-7.572423632,6.491309458
1738283,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,110.8039712,-0.06190054
1738283,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Commercial oil palm or other palm plantations,110.8039712,-0.06190054
1738283,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,110.8039712,-0.06190054
1739199,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-10.86025757,7.045569988
1739199,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-10.86025757,7.045569988
1739199,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-10.86025757,7.045569988
1738263,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Pasture,-61.79383587,-22.97792344
1738263,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-61.79383587,-22.97792344
1738263,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-61.79383587,-22.97792344
1738601,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,115.2730898,-2.045380687
1738601,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,115.2730898,-2.045380687
1738601,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Managed forest/forestry,115.2730898,-2.045380687
1740418,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,-72.02295201,-3.358717632
1740418,298,step1,Please select the predominant tree loss driver visible inside the tree loss pixels in the blue box (,Subsistence agriculture,-72.02295201,-3.358717632
1740418,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,-72.02295201,-3.358717632
1738561,299,step2,Please select all other tree loss drivers visible inside the tree loss pixels in the blue box (ILUC),Roads/trails/buildings,109.7592306,24.2788504
1738561,301,step3,"Can you see roads, trails or buildings in the blue bo (ILUC)",Yes,109.7592306,24.2788504
